,ds,country,polygon_source,polygon_id,polygon_name,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users,baseline_name,baseline_type
1216539,2020-03-01,CZE,GADM,CZE.10_1,,0.039689999999999996,0.27699999999999997,full_february,DAY_OF_WEEK
1216540,2020-03-02,CZE,GADM,CZE.10_1,,0.04003,0.14215999999999998,full_february,DAY_OF_WEEK
1216541,2020-03-03,CZE,GADM,CZE.10_1,,-0.03595,0.17218,full_february,DAY_OF_WEEK
1216542,2020-03-04,CZE,GADM,CZE.10_1,,-0.012819999999999998,0.15398,full_february,DAY_OF_WEEK
1216543,2020-03-05,CZE,GADM,CZE.10_1,,-0.00481,0.15200999999999998,full_february,DAY_OF_WEEK
1216544,2020-03-06,CZE,GADM,CZE.10_1,,-0.03845,0.15458,full_february,DAY_OF_WEEK
1216545,2020-03-07,CZE,GADM,CZE.10_1,,-0.05259,0.24254,full_february,DAY_OF_WEEK
1216546,2020-03-08,CZE,GADM,CZE.10_1,,0.04975,0.2733,full_february,DAY_OF_WEEK
1216547,2020-03-09,CZE,GADM,CZE.10_1,,0.03147,0.14779,full_february,DAY_OF_WEEK
1216548,2020-03-10,CZE,GADM,CZE.10_1,,0.01799,0.15328,full_february,DAY_OF_WEEK
1216549,2020-03-11,CZE,GADM,CZE.10_1,,-0.04033,0.16845,full_february,DAY_OF_WEEK
1216550,2020-03-12,CZE,GADM,CZE.10_1,,-0.0406,0.16526,full_february,DAY_OF_WEEK
1216551,2020-03-13,CZE,GADM,CZE.10_1,,-0.07166,0.16549,full_february,DAY_OF_WEEK
1216552,2020-03-14,CZE,GADM,CZE.10_1,,-0.12878,0.26827,full_february,DAY_OF_WEEK
1216553,2020-03-15,CZE,GADM,CZE.10_1,,-0.08992,0.32095,full_february,DAY_OF_WEEK
1216554,2020-03-16,CZE,GADM,CZE.10_1,,-0.18683,0.23240999999999998,full_february,DAY_OF_WEEK
1216555,2020-03-17,CZE,GADM,CZE.10_1,,-0.2415,0.27523000000000003,full_february,DAY_OF_WEEK
1216556,2020-03-18,CZE,GADM,CZE.10_1,,-0.22451999999999997,0.26021,full_february,DAY_OF_WEEK
1216557,2020-03-19,CZE,GADM,CZE.10_1,,-0.25174,0.26997,full_february,DAY_OF_WEEK
1216558,2020-03-20,CZE,GADM,CZE.10_1,,-0.26250999999999997,0.26263000000000003,full_february,DAY_OF_WEEK
1216559,2020-03-21,CZE,GADM,CZE.10_1,,-0.44573,0.44315,full_february,DAY_OF_WEEK
1216560,2020-03-22,CZE,GADM,CZE.10_1,,-0.37354,0.46113000000000004,full_february,DAY_OF_WEEK
1216561,2020-03-23,CZE,GADM,CZE.10_1,,-0.25467,0.2892,full_february,DAY_OF_WEEK
1216562,2020-03-24,CZE,GADM,CZE.10_1,,-0.25545,0.29085,full_february,DAY_OF_WEEK
1216563,2020-03-25,CZE,GADM,CZE.10_1,,-0.25979,0.28351,full_february,DAY_OF_WEEK
1216564,2020-03-26,CZE,GADM,CZE.10_1,,-0.31198000000000004,0.31117,full_february,DAY_OF_WEEK
1216565,2020-03-27,CZE,GADM,CZE.10_1,,-0.28125,0.26942,full_february,DAY_OF_WEEK
1216566,2020-03-28,CZE,GADM,CZE.10_1,,-0.27454,0.34404,full_february,DAY_OF_WEEK
1216567,2020-03-29,CZE,GADM,CZE.10_1,,-0.33191,0.43843000000000004,full_february,DAY_OF_WEEK
1216568,2020-03-30,CZE,GADM,CZE.10_1,,-0.25933,0.28281999999999996,full_february,DAY_OF_WEEK
1216569,2020-03-31,CZE,GADM,CZE.10_1,,-0.29101,0.31319,full_february,DAY_OF_WEEK
1216570,2020-04-01,CZE,GADM,CZE.10_1,,-0.26394,0.27486,full_february,DAY_OF_WEEK
1216571,2020-04-02,CZE,GADM,CZE.10_1,,-0.24871999999999997,0.27442,full_february,DAY_OF_WEEK
1216572,2020-04-03,CZE,GADM,CZE.10_1,,-0.28649,0.28305,full_february,DAY_OF_WEEK
1216573,2020-04-04,CZE,GADM,CZE.10_1,,-0.2802,0.34509,full_february,DAY_OF_WEEK
1216574,2020-04-05,CZE,GADM,CZE.10_1,,-0.14845999999999998,0.35702,full_february,DAY_OF_WEEK
1216575,2020-04-06,CZE,GADM,CZE.10_1,,-0.17831,0.24803000000000003,full_february,DAY_OF_WEEK
1216576,2020-04-07,CZE,GADM,CZE.10_1,,-0.15374000000000002,0.24431,full_february,DAY_OF_WEEK
1216577,2020-04-08,CZE,GADM,CZE.10_1,,-0.15232,0.22889,full_february,DAY_OF_WEEK
1216578,2020-04-09,CZE,GADM,CZE.10_1,,-0.11859000000000001,0.22501,full_february,DAY_OF_WEEK
1216579,2020-04-10,CZE,GADM,CZE.10_1,,-0.32499,0.29783000000000004,full_february,DAY_OF_WEEK
1216580,2020-04-11,CZE,GADM,CZE.10_1,,-0.20623000000000002,0.30819,full_february,DAY_OF_WEEK
1216581,2020-04-12,CZE,GADM,CZE.10_1,,-0.05995,0.32145,full_february,DAY_OF_WEEK
1216582,2020-04-13,CZE,GADM,CZE.10_1,,-0.50133,0.4203,full_february,DAY_OF_WEEK
1216583,2020-04-14,CZE,GADM,CZE.10_1,,-0.18573,0.26499,full_february,DAY_OF_WEEK
1216584,2020-04-15,CZE,GADM,CZE.10_1,,-0.14690999999999999,0.24411,full_february,DAY_OF_WEEK
1216585,2020-04-16,CZE,GADM,CZE.10_1,,-0.12075999999999999,0.22423,full_february,DAY_OF_WEEK
1216586,2020-04-17,CZE,GADM,CZE.10_1,,-0.12743,0.21975,full_february,DAY_OF_WEEK
1216587,2020-04-18,CZE,GADM,CZE.10_1,,-0.10613,0.28165999999999997,full_february,DAY_OF_WEEK
1216588,2020-04-19,CZE,GADM,CZE.10_1,,-0.16673,0.36379,full_february,DAY_OF_WEEK
1216589,2020-04-20,CZE,GADM,CZE.10_1,,-0.11484000000000001,0.22678,full_february,DAY_OF_WEEK
1216590,2020-04-21,CZE,GADM,CZE.10_1,,-0.09756000000000001,0.22829000000000002,full_february,DAY_OF_WEEK
1216591,2020-04-22,CZE,GADM,CZE.10_1,,-0.11009000000000001,0.21775999999999998,full_february,DAY_OF_WEEK
1216592,2020-04-23,CZE,GADM,CZE.10_1,,-0.10350999999999999,0.21456,full_february,DAY_OF_WEEK
1216593,2020-04-24,CZE,GADM,CZE.10_1,,-0.12566,0.2136,full_february,DAY_OF_WEEK
1216594,2020-04-25,CZE,GADM,CZE.10_1,,-0.07869,0.27428,full_february,DAY_OF_WEEK
1216595,2020-04-26,CZE,GADM,CZE.10_1,,0.03155,0.3013,full_february,DAY_OF_WEEK
1216596,2020-04-27,CZE,GADM,CZE.10_1,,-0.06171,0.20483,full_february,DAY_OF_WEEK
1216597,2020-04-28,CZE,GADM,CZE.10_1,,-0.05549,0.20442000000000002,full_february,DAY_OF_WEEK
1216598,2020-04-29,CZE,GADM,CZE.10_1,,-0.10002,0.21696,full_february,DAY_OF_WEEK
1216599,2020-04-30,CZE,GADM,CZE.10_1,,-0.05209,0.2065,full_february,DAY_OF_WEEK
1216600,2020-05-01,CZE,GADM,CZE.10_1,,-0.31549,0.29711,full_february,DAY_OF_WEEK
1216601,2020-05-02,CZE,GADM,CZE.10_1,,-0.19399,0.31608,full_february,DAY_OF_WEEK
1216602,2020-05-03,CZE,GADM,CZE.10_1,,-0.03397,0.33494,full_february,DAY_OF_WEEK
1216603,2020-05-04,CZE,GADM,CZE.10_1,,-0.0878,0.21198000000000003,full_february,DAY_OF_WEEK
1216604,2020-05-05,CZE,GADM,CZE.10_1,,-0.07115,0.2095,full_february,DAY_OF_WEEK
1216605,2020-05-06,CZE,GADM,CZE.10_1,,-0.04181,0.19766,full_february,DAY_OF_WEEK
1216606,2020-05-07,CZE,GADM,CZE.10_1,,0.03979,0.1773,full_february,DAY_OF_WEEK
1216607,2020-05-08,CZE,GADM,CZE.10_1,,-0.19413,0.26683,full_february,DAY_OF_WEEK
1216608,2020-05-09,CZE,GADM,CZE.10_1,,0.014430000000000002,0.24258000000000002,full_february,DAY_OF_WEEK
1216609,2020-05-10,CZE,GADM,CZE.10_1,,0.03945,0.29484,full_february,DAY_OF_WEEK
1216610,2020-05-11,CZE,GADM,CZE.10_1,,-0.06949,0.21708000000000002,full_february,DAY_OF_WEEK
1216611,2020-05-12,CZE,GADM,CZE.10_1,,-0.009009999999999999,0.18864,full_february,DAY_OF_WEEK
1216612,2020-05-13,CZE,GADM,CZE.10_1,,-0.02266,0.18558,full_february,DAY_OF_WEEK
1216613,2020-05-14,CZE,GADM,CZE.10_1,,-0.03833,0.19612000000000002,full_february,DAY_OF_WEEK
1216614,2020-05-15,CZE,GADM,CZE.10_1,,-0.0036299999999999995,0.18003,full_february,DAY_OF_WEEK
1216615,2020-05-16,CZE,GADM,CZE.10_1,,0.07995,0.22351,full_february,DAY_OF_WEEK
1216616,2020-05-17,CZE,GADM,CZE.10_1,,0.22136999999999998,0.24894000000000002,full_february,DAY_OF_WEEK
1216617,2020-05-18,CZE,GADM,CZE.10_1,,0.08142,0.16066,full_february,DAY_OF_WEEK
1216618,2020-05-19,CZE,GADM,CZE.10_1,,0.05946,0.16419,full_february,DAY_OF_WEEK
1216619,2020-05-20,CZE,GADM,CZE.10_1,,0.021269999999999997,0.1709,full_february,DAY_OF_WEEK
1216620,2020-05-21,CZE,GADM,CZE.10_1,,0.04462,0.16385999999999998,full_february,DAY_OF_WEEK
1216621,2020-05-22,CZE,GADM,CZE.10_1,,-0.00992,0.16467,full_february,DAY_OF_WEEK
1216622,2020-05-23,CZE,GADM,CZE.10_1,,-0.11778,0.28607,full_february,DAY_OF_WEEK
1216623,2020-05-24,CZE,GADM,CZE.10_1,,0.06861,0.29459,full_february,DAY_OF_WEEK
1216624,2020-05-25,CZE,GADM,CZE.10_1,,0.01491,0.1842,full_february,DAY_OF_WEEK
1216625,2020-05-26,CZE,GADM,CZE.10_1,,0.042710000000000005,0.16819,full_february,DAY_OF_WEEK
1216626,2020-05-27,CZE,GADM,CZE.10_1,,0.05499,0.15433,full_february,DAY_OF_WEEK
1216627,2020-05-28,CZE,GADM,CZE.10_1,,-0.01225,0.17742,full_february,DAY_OF_WEEK
1216628,2020-05-29,CZE,GADM,CZE.10_1,,0.03192,0.15225,full_february,DAY_OF_WEEK
1216629,2020-05-30,CZE,GADM,CZE.10_1,,0.07334,0.22946,full_february,DAY_OF_WEEK
1216630,2020-05-31,CZE,GADM,CZE.10_1,,0.043410000000000004,0.2921,full_february,DAY_OF_WEEK
1216631,2020-06-01,CZE,GADM,CZE.10_1,,0.05351,0.14997,full_february,DAY_OF_WEEK
1216632,2020-06-02,CZE,GADM,CZE.10_1,,0.11714000000000001,0.14939000000000002,full_february,DAY_OF_WEEK
1216633,2020-06-03,CZE,GADM,CZE.10_1,,0.044289999999999996,0.15152000000000002,full_february,DAY_OF_WEEK
1216634,2020-06-04,CZE,GADM,CZE.10_1,,0.01743,0.16967000000000002,full_february,DAY_OF_WEEK
1216635,2020-06-05,CZE,GADM,CZE.10_1,,0.00992,0.1633,full_february,DAY_OF_WEEK
1216636,2020-06-06,CZE,GADM,CZE.10_1,,-0.00748,0.24485,full_february,DAY_OF_WEEK
1216637,2020-06-07,CZE,GADM,CZE.10_1,,0.032639999999999995,0.29804,full_february,DAY_OF_WEEK
1216638,2020-06-08,CZE,GADM,CZE.10_1,,0.06417,0.16050999999999999,full_february,DAY_OF_WEEK
1216639,2020-06-09,CZE,GADM,CZE.10_1,,0.02748,0.17567,full_february,DAY_OF_WEEK
1216640,2020-06-10,CZE,GADM,CZE.10_1,,-0.023540000000000002,0.18009,full_february,DAY_OF_WEEK
1216641,2020-06-11,CZE,GADM,CZE.10_1,,0.05192000000000001,0.14962,full_february,DAY_OF_WEEK
1216642,2020-06-12,CZE,GADM,CZE.10_1,,0.08551,0.13332,full_february,DAY_OF_WEEK
1216643,2020-06-13,CZE,GADM,CZE.10_1,,0.1587,0.19265,full_february,DAY_OF_WEEK
1216644,2020-06-14,CZE,GADM,CZE.10_1,,0.15855,0.26141,full_february,DAY_OF_WEEK
1216645,2020-06-15,CZE,GADM,CZE.10_1,,0.09869,0.14361,full_february,DAY_OF_WEEK
1216646,2020-06-16,CZE,GADM,CZE.10_1,,0.12219000000000001,0.14515,full_february,DAY_OF_WEEK
1216647,2020-06-17,CZE,GADM,CZE.10_1,,0.12247999999999999,0.1381,full_february,DAY_OF_WEEK
1216648,2020-06-18,CZE,GADM,CZE.10_1,,0.05094,0.1633,full_february,DAY_OF_WEEK
1216649,2020-06-19,CZE,GADM,CZE.10_1,,0.06477000000000001,0.14679,full_february,DAY_OF_WEEK
1216650,2020-06-20,CZE,GADM,CZE.10_1,,0.04653,0.23589000000000002,full_february,DAY_OF_WEEK
1216651,2020-06-21,CZE,GADM,CZE.10_1,,0.22909000000000002,0.24104,full_february,DAY_OF_WEEK
1216652,2020-06-22,CZE,GADM,CZE.10_1,,0.12475,0.13905,full_february,DAY_OF_WEEK
1216653,2020-06-23,CZE,GADM,CZE.10_1,,0.14558,0.13792000000000001,full_february,DAY_OF_WEEK
1216654,2020-06-24,CZE,GADM,CZE.10_1,,0.14152,0.1319,full_february,DAY_OF_WEEK
1216655,2020-06-25,CZE,GADM,CZE.10_1,,0.1073,0.138,full_february,DAY_OF_WEEK
1216656,2020-06-26,CZE,GADM,CZE.10_1,,0.12455999999999999,0.12938,full_february,DAY_OF_WEEK
1216657,2020-06-27,CZE,GADM,CZE.10_1,,0.1779,0.18519000000000002,full_february,DAY_OF_WEEK
1216658,2020-06-28,CZE,GADM,CZE.10_1,,0.26008000000000003,0.2227,full_february,DAY_OF_WEEK
1216659,2020-06-29,CZE,GADM,CZE.10_1,,0.12157000000000001,0.1474,full_february,DAY_OF_WEEK
1216660,2020-06-30,CZE,GADM,CZE.10_1,,0.18571,0.13665,full_february,DAY_OF_WEEK
1216661,2020-07-01,CZE,GADM,CZE.10_1,,0.13558,0.13194,full_february,DAY_OF_WEEK
1216662,2020-07-02,CZE,GADM,CZE.10_1,,0.05782,0.15205,full_february,DAY_OF_WEEK
1216663,2020-07-03,CZE,GADM,CZE.10_1,,0.11964000000000001,0.13724,full_february,DAY_OF_WEEK
1216664,2020-07-04,CZE,GADM,CZE.10_1,,0.22043000000000001,0.18579,full_february,DAY_OF_WEEK
1216665,2020-07-05,CZE,GADM,CZE.10_1,,0.31269,0.22483000000000003,full_february,DAY_OF_WEEK
1216666,2020-07-06,CZE,GADM,CZE.10_1,,-0.0342,0.23664000000000002,full_february,DAY_OF_WEEK
1216667,2020-07-07,CZE,GADM,CZE.10_1,,0.1331,0.14728,full_february,DAY_OF_WEEK
1216668,2020-07-08,CZE,GADM,CZE.10_1,,0.08865,0.14872,full_february,DAY_OF_WEEK
1216669,2020-07-09,CZE,GADM,CZE.10_1,,0.06636,0.15095,full_february,DAY_OF_WEEK
1216670,2020-07-10,CZE,GADM,CZE.10_1,,0.09328,0.13992000000000002,full_february,DAY_OF_WEEK
1216671,2020-07-11,CZE,GADM,CZE.10_1,,0.14775,0.20445,full_february,DAY_OF_WEEK
1216672,2020-07-12,CZE,GADM,CZE.10_1,,0.36129,0.22323,full_february,DAY_OF_WEEK
1216673,2020-07-13,CZE,GADM,CZE.10_1,,0.15522,0.13746,full_february,DAY_OF_WEEK
1216674,2020-07-14,CZE,GADM,CZE.10_1,,0.16034,0.13491,full_february,DAY_OF_WEEK
1216675,2020-07-15,CZE,GADM,CZE.10_1,,0.11483,0.14489000000000002,full_february,DAY_OF_WEEK
1216676,2020-07-16,CZE,GADM,CZE.10_1,,0.07437,0.15523,full_february,DAY_OF_WEEK
1216677,2020-07-17,CZE,GADM,CZE.10_1,,0.11115,0.13635,full_february,DAY_OF_WEEK
1216678,2020-07-18,CZE,GADM,CZE.10_1,,0.2394,0.18679,full_february,DAY_OF_WEEK
1216679,2020-07-19,CZE,GADM,CZE.10_1,,0.31603000000000003,0.22491,full_february,DAY_OF_WEEK
1216680,2020-07-20,CZE,GADM,CZE.10_1,,0.13754,0.14097,full_february,DAY_OF_WEEK
1216681,2020-07-21,CZE,GADM,CZE.10_1,,0.12604,0.14378,full_february,DAY_OF_WEEK
1216682,2020-07-22,CZE,GADM,CZE.10_1,,0.13505999999999999,0.13801,full_february,DAY_OF_WEEK
1216683,2020-07-23,CZE,GADM,CZE.10_1,,0.12780999999999998,0.13854,full_february,DAY_OF_WEEK
1216684,2020-07-24,CZE,GADM,CZE.10_1,,0.10829000000000001,0.13480999999999999,full_february,DAY_OF_WEEK
1216685,2020-07-25,CZE,GADM,CZE.10_1,,0.26687,0.18023,full_february,DAY_OF_WEEK
1216686,2020-07-26,CZE,GADM,CZE.10_1,,0.25275,0.23363,full_february,DAY_OF_WEEK
1216687,2020-07-27,CZE,GADM,CZE.10_1,,0.13948,0.14848,full_february,DAY_OF_WEEK
1216688,2020-07-28,CZE,GADM,CZE.10_1,,0.11068,0.1519,full_february,DAY_OF_WEEK
1216689,2020-07-29,CZE,GADM,CZE.10_1,,0.13272,0.14374,full_february,DAY_OF_WEEK
1216690,2020-07-30,CZE,GADM,CZE.10_1,,0.12796,0.14739000000000002,full_february,DAY_OF_WEEK
1216691,2020-07-31,CZE,GADM,CZE.10_1,,0.10529000000000001,0.14417,full_february,DAY_OF_WEEK
1216692,2020-08-01,CZE,GADM,CZE.10_1,,0.2159,0.19569,full_february,DAY_OF_WEEK
1216693,2020-08-02,CZE,GADM,CZE.10_1,,0.24729,0.25563,full_february,DAY_OF_WEEK
1216694,2020-08-03,CZE,GADM,CZE.10_1,,0.04895,0.18414,full_february,DAY_OF_WEEK
1216695,2020-08-04,CZE,GADM,CZE.10_1,,0.01066,0.19397,full_february,DAY_OF_WEEK
1216696,2020-08-05,CZE,GADM,CZE.10_1,,0.11985,0.15194000000000002,full_february,DAY_OF_WEEK
1216697,2020-08-06,CZE,GADM,CZE.10_1,,0.11900000000000001,0.15235,full_february,DAY_OF_WEEK
1216698,2020-08-07,CZE,GADM,CZE.10_1,,0.08356,0.14695,full_february,DAY_OF_WEEK
1216699,2020-08-08,CZE,GADM,CZE.10_1,,0.22019,0.19393,full_february,DAY_OF_WEEK
1216700,2020-08-09,CZE,GADM,CZE.10_1,,0.31361,0.22551999999999997,full_february,DAY_OF_WEEK
1216701,2020-08-10,CZE,GADM,CZE.10_1,,0.12037,0.15381,full_february,DAY_OF_WEEK
1216702,2020-08-11,CZE,GADM,CZE.10_1,,0.11029000000000001,0.16255999999999998,full_february,DAY_OF_WEEK
1216703,2020-08-12,CZE,GADM,CZE.10_1,,0.1223,0.14792,full_february,DAY_OF_WEEK
1216704,2020-08-13,CZE,GADM,CZE.10_1,,0.10927,0.15037,full_february,DAY_OF_WEEK
1216705,2020-08-14,CZE,GADM,CZE.10_1,,0.09487000000000001,0.15014,full_february,DAY_OF_WEEK
1216706,2020-08-15,CZE,GADM,CZE.10_1,,0.20010999999999998,0.19697,full_february,DAY_OF_WEEK
1216707,2020-08-16,CZE,GADM,CZE.10_1,,0.34334000000000003,0.21832,full_february,DAY_OF_WEEK
1216708,2020-08-17,CZE,GADM,CZE.10_1,,0.13134,0.15216,full_february,DAY_OF_WEEK
1216709,2020-08-18,CZE,GADM,CZE.10_1,,0.08916,0.15639,full_february,DAY_OF_WEEK
1216710,2020-08-19,CZE,GADM,CZE.10_1,,0.13525,0.14393,full_february,DAY_OF_WEEK
1216711,2020-08-20,CZE,GADM,CZE.10_1,,0.10597999999999999,0.14354,full_february,DAY_OF_WEEK
1216712,2020-08-21,CZE,GADM,CZE.10_1,,0.09095,0.14299,full_february,DAY_OF_WEEK
1216713,2020-08-22,CZE,GADM,CZE.10_1,,0.15995,0.20368,full_february,DAY_OF_WEEK
1216714,2020-08-23,CZE,GADM,CZE.10_1,,0.31272,0.22863000000000003,full_february,DAY_OF_WEEK
1216715,2020-08-24,CZE,GADM,CZE.10_1,,0.14633,0.14674,full_february,DAY_OF_WEEK
1216716,2020-08-25,CZE,GADM,CZE.10_1,,0.14087,0.14359,full_february,DAY_OF_WEEK
1216717,2020-08-26,CZE,GADM,CZE.10_1,,0.13452,0.1403,full_february,DAY_OF_WEEK
1216718,2020-08-27,CZE,GADM,CZE.10_1,,0.11572,0.14182999999999998,full_february,DAY_OF_WEEK
1216719,2020-08-28,CZE,GADM,CZE.10_1,,0.10079,0.14097,full_february,DAY_OF_WEEK
1216720,2020-08-29,CZE,GADM,CZE.10_1,,0.06309,0.22976,full_february,DAY_OF_WEEK
1216721,2020-08-30,CZE,GADM,CZE.10_1,,0.11095999999999999,0.29,full_february,DAY_OF_WEEK
1216722,2020-08-31,CZE,GADM,CZE.10_1,,0.12205999999999999,0.14812,full_february,DAY_OF_WEEK
1216723,2020-09-01,CZE,GADM,CZE.10_1,,0.15569000000000002,0.13262000000000002,full_february,DAY_OF_WEEK
1216724,2020-09-02,CZE,GADM,CZE.10_1,,0.12267,0.12947,full_february,DAY_OF_WEEK
1216725,2020-09-03,CZE,GADM,CZE.10_1,,0.11481,0.12646,full_february,DAY_OF_WEEK
1216726,2020-09-04,CZE,GADM,CZE.10_1,,0.12082000000000001,0.12479000000000001,full_february,DAY_OF_WEEK
1216727,2020-09-05,CZE,GADM,CZE.10_1,,0.14242,0.19535999999999998,full_february,DAY_OF_WEEK
1216728,2020-09-06,CZE,GADM,CZE.10_1,,0.2648,0.23164,full_february,DAY_OF_WEEK
1216729,2020-09-07,CZE,GADM,CZE.10_1,,0.15283,0.13157,full_february,DAY_OF_WEEK
1216730,2020-09-08,CZE,GADM,CZE.10_1,,0.15636,0.12903,full_february,DAY_OF_WEEK
1216731,2020-09-09,CZE,GADM,CZE.10_1,,0.13059,0.12445,full_february,DAY_OF_WEEK
1216732,2020-09-10,CZE,GADM,CZE.10_1,,0.05942000000000001,0.13985,full_february,DAY_OF_WEEK
1216733,2020-09-11,CZE,GADM,CZE.10_1,,0.09022999999999999,0.12874000000000002,full_february,DAY_OF_WEEK
1216734,2020-09-12,CZE,GADM,CZE.10_1,,0.15062,0.18447,full_february,DAY_OF_WEEK
1216735,2020-09-13,CZE,GADM,CZE.10_1,,0.26464,0.22759000000000001,full_february,DAY_OF_WEEK
1216736,2020-09-14,CZE,GADM,CZE.10_1,,0.12613,0.13069,full_february,DAY_OF_WEEK
1216737,2020-09-15,CZE,GADM,CZE.10_1,,0.13013,0.13610999999999998,full_february,DAY_OF_WEEK
1216738,2020-09-16,CZE,GADM,CZE.10_1,,0.10564000000000001,0.13314,full_february,DAY_OF_WEEK
1216739,2020-09-17,CZE,GADM,CZE.10_1,,0.07931,0.13869,full_february,DAY_OF_WEEK
1216740,2020-09-18,CZE,GADM,CZE.10_1,,0.09537999999999999,0.13634000000000002,full_february,DAY_OF_WEEK
1216741,2020-09-19,CZE,GADM,CZE.10_1,,0.12619,0.2015,full_february,DAY_OF_WEEK
1216742,2020-09-20,CZE,GADM,CZE.10_1,,0.23756,0.24125,full_february,DAY_OF_WEEK
1216743,2020-09-21,CZE,GADM,CZE.10_1,,0.10377,0.13662,full_february,DAY_OF_WEEK
1216744,2020-09-22,CZE,GADM,CZE.10_1,,0.11798,0.13363,full_february,DAY_OF_WEEK
1216745,2020-09-23,CZE,GADM,CZE.10_1,,0.08814,0.13969,full_february,DAY_OF_WEEK
1216746,2020-09-24,CZE,GADM,CZE.10_1,,0.05905,0.14424,full_february,DAY_OF_WEEK
1216747,2020-09-25,CZE,GADM,CZE.10_1,,0.031580000000000004,0.16074000000000002,full_february,DAY_OF_WEEK
1216748,2020-09-26,CZE,GADM,CZE.10_1,,-0.1133,0.28004,full_february,DAY_OF_WEEK
1216749,2020-09-27,CZE,GADM,CZE.10_1,,0.10097,0.27207,full_february,DAY_OF_WEEK
1216750,2020-09-28,CZE,GADM,CZE.10_1,,-0.26781,0.3299,full_february,DAY_OF_WEEK
1216751,2020-09-29,CZE,GADM,CZE.10_1,,0.08433,0.14163,full_february,DAY_OF_WEEK
1216752,2020-09-30,CZE,GADM,CZE.10_1,,0.07712999999999999,0.13659000000000002,full_february,DAY_OF_WEEK
1216753,2020-10-01,CZE,GADM,CZE.10_1,,0.07413,0.13684000000000002,full_february,DAY_OF_WEEK
1216754,2020-10-02,CZE,GADM,CZE.10_1,,0.06834,0.13191,full_february,DAY_OF_WEEK
1216755,2020-10-03,CZE,GADM,CZE.10_1,,0.07694,0.21718,full_february,DAY_OF_WEEK
1216756,2020-10-04,CZE,GADM,CZE.10_1,,0.13308,0.26576,full_february,DAY_OF_WEEK
1216757,2020-10-05,CZE,GADM,CZE.10_1,,0.039060000000000004,0.15885,full_february,DAY_OF_WEEK
1216758,2020-10-06,CZE,GADM,CZE.10_1,,0.01718,0.16514,full_february,DAY_OF_WEEK
1216759,2020-10-07,CZE,GADM,CZE.10_1,,0.020630000000000003,0.15794,full_february,DAY_OF_WEEK
1216760,2020-10-08,CZE,GADM,CZE.10_1,,0.00755,0.15156,full_february,DAY_OF_WEEK
1216761,2020-10-09,CZE,GADM,CZE.10_1,,0.02758,0.1445,full_february,DAY_OF_WEEK
1216762,2020-10-10,CZE,GADM,CZE.10_1,,-0.08513,0.26836,full_february,DAY_OF_WEEK
1216763,2020-10-11,CZE,GADM,CZE.10_1,,-0.0241,0.31517,full_february,DAY_OF_WEEK
1216764,2020-10-12,CZE,GADM,CZE.10_1,,0.02337,0.16848,full_february,DAY_OF_WEEK
1216765,2020-10-13,CZE,GADM,CZE.10_1,,0.013090000000000001,0.16804000000000002,full_february,DAY_OF_WEEK
1216766,2020-10-14,CZE,GADM,CZE.10_1,,-0.07702,0.20531999999999997,full_february,DAY_OF_WEEK
1216767,2020-10-15,CZE,GADM,CZE.10_1,,-0.06717000000000001,0.19462000000000002,full_february,DAY_OF_WEEK
1216768,2020-10-16,CZE,GADM,CZE.10_1,,-0.09452999999999999,0.20192000000000002,full_february,DAY_OF_WEEK
1216769,2020-10-17,CZE,GADM,CZE.10_1,,-0.14048,0.30676,full_february,DAY_OF_WEEK
1216770,2020-10-18,CZE,GADM,CZE.10_1,,-0.06912,0.3406,full_february,DAY_OF_WEEK
1216771,2020-10-19,CZE,GADM,CZE.10_1,,-0.03431,0.19367,full_february,DAY_OF_WEEK
1216772,2020-10-20,CZE,GADM,CZE.10_1,,-0.04989,0.19824,full_february,DAY_OF_WEEK
1216773,2020-10-21,CZE,GADM,CZE.10_1,,-0.010709999999999999,0.18646,full_february,DAY_OF_WEEK
1216774,2020-10-22,CZE,GADM,CZE.10_1,,-0.10321,0.21118,full_february,DAY_OF_WEEK
1216775,2020-10-23,CZE,GADM,CZE.10_1,,-0.11298,0.20817,full_february,DAY_OF_WEEK
1216776,2020-10-24,CZE,GADM,CZE.10_1,,-0.12618,0.28312,full_february,DAY_OF_WEEK
1216777,2020-03-01,CZE,GADM,CZE.11_1,Prague,-0.01733,0.22401999999999997,full_february,DAY_OF_WEEK
1216778,2020-03-02,CZE,GADM,CZE.11_1,Prague,0.01272,0.10719000000000001,full_february,DAY_OF_WEEK
1216779,2020-03-03,CZE,GADM,CZE.11_1,Prague,-0.040839999999999994,0.13091,full_february,DAY_OF_WEEK
1216780,2020-03-04,CZE,GADM,CZE.11_1,Prague,0.00944,0.11007,full_february,DAY_OF_WEEK
1216781,2020-03-05,CZE,GADM,CZE.11_1,Prague,0.01399,0.10840999999999999,full_february,DAY_OF_WEEK
1216782,2020-03-06,CZE,GADM,CZE.11_1,Prague,-0.02027,0.11229000000000001,full_february,DAY_OF_WEEK
1216783,2020-03-07,CZE,GADM,CZE.11_1,Prague,-0.07972,0.19949,full_february,DAY_OF_WEEK
1216784,2020-03-08,CZE,GADM,CZE.11_1,Prague,0.04482,0.20903000000000002,full_february,DAY_OF_WEEK
